DOI	Affiliations
10.1080/08927014.2015.1022534	Applied Physical Chemistry, Ruprecht-Karls-University Heidelberg, Heidelberg, Germany; Institute for functional Interfaces (IFG), Karlsruhe Institute of Technology, Karlsruhe, Germany; School of Biosciences, University of Birmingham, Birmingham, United Kingdom; Division of Molecular Physics, IFM, Linköping University, Linköping, Sweden; Center for Biomimetic Sensor Science, School of Materials Science and Engineering, Nanyang Technological University, Singapore; Analytical Chemistry–Biointerfaces, Ruhr-University Bochum, Bochum, Germany
10.1109/ANIMMA.2015.7465588	Instituto Federal de Educação, Ciência e Tecnologia de Goiás-IFG, Campus Goiânia, Goiânia-GO, Brazil; Instituto de Pesquisas Energéticas e Nucleares, Comissão Nacional de Energia Nuclear-IPEN/CNEN, São Paulo-SP, Brazil; Instituto de Física, Universidade Federal de Goiás- UFG, Campus Samambaia, Goiânia-GO, Brazil
10.1109/COBEP.2015.7420059	UNESP, Univ. Estadual Paulista, Ilha Solteira, Brazil; IFMS, Federal Institute of Mato Grosso Do sul, Campo Grande, Brazil; IFG, Federal Institute of Goiais, Jatai, Brazil
10.1109/COBEP.2015.7420182	UNESP, Univ. Estadual Paulista, Ilha Solteira, Brazil; IFMS - Federal Institute of Mato Grosso Do sul, Campo Grande, Brazil; IFG, Federal Institute of Goiais, Jatai, Brazil
10.1109/COBEP.2015.7420105	IFG - Instituto Federal de Goiás, Jatai-GO, Brazil; UNESP - Univ. Estadual Paulista, Ilha Solteira - SP, Brazil; ELEKTRO, Campinas - SP, Brazil
10.1117/12.2194135	Instituto Federal de Educacąõ, Ciência e Tecnologia de Goiás, IFG, Brazil; Instituto Tecnológico de Aeronaútica-ITA, DCTA, Brazil; Instituto Nacional de Pesquisas Espaciais-INPE, Brazil
10.3997/2214-4609.201413664	University of Guelph, Canada; IFG Corporation, Canada
10.1039/c5fd00084j	IFG Structural Dynamics of (Bio)chemical Systems, Max Planck Institute for Biophysical Chemistry, Am Fassberg 11, Goettingen, D-37077, Germany; FS-SCS, Structural Dynamics with Ultra-short Pulsed X-rays, Deutsches Elektronensynchrotron DESY, Notkestrasse 85, Hamburg, D-22607, Germany; X-ray Sciences Division, Argonne National Laboratory, 9700 South Cass Avenue, Argonne, IL  60439, United States; Department of Chemistry, Centre for Analysis and Synthesis, Lund University, Lund, S-22100, Sweden; School of Environmental and Chemical Engineering, Tianjin Polytechnic University, Tianjin, 300387, China; Wigner Research Centre for Physics, Hungarian Academy Sciences, PO Box 49, Budapest, H-1525, Hungary; Department of Chemical Physics, Lund University, PO Box 124, Lund, S-22100, Sweden; Department of Chemistry, Ångström Laboratory, Uppsala University, Box 523, Uppsala, S-75120, Sweden; Paul Scherrer Institute, Villigen, 5232, Switzerland; Photon Science Directorate, Brookhaven National Laboratory, Upton, NY  11973-5000, United States; State Key Laboratory of Fine Chemicals, Dalian University of Technology, Dalian, 116024, China; Institut de Chimie Moléculaire et des Matériaux d'Orsay, Université Paris-Sud, UMR CNRS 8182, 15 rue Georges Clémenceau, Orsay Cedex, 91405, France; Department of Chemistry, School of Chemical Science and Engineering, KTH Royal Institute of Technology, Stockholm, 10044, Sweden
10.1002/elsc.201400171	Institut für Funktionelle Grenzflächen (IFG), Karlsruher Institut für Technologie (KIT), Eggenstein-Leopoldshafen, Germany
10.1109/ColComCon.2015.7152081	ESC. de Engenharia Elétrica, Mecânica e de Computação, Universidade Federal de Goiás, UFG, Goiânia, Brazil; Instituto Federal de Educ. Ciência e Tecnol. de Goiás, IFG, Anápolis, Goiânia, Brazil
10.1109/LASCAS.2015.7250423	Universidade Federal de Goiás, UFG, Goiânia, Goiás, Brazil; Instituto Fed. de Educ., Ciência e Tecnol. de Goiás, IFG, Anápolis, Goiás, Brazil; Agência Nacional de Telecomunicações, ANATEL, Brasília, Distrito Federal, Brazil
10.1111/jam.12945	Instituto de Patologia Tropical e Saúde Pública (IPTSP), Universidade Federal de Goiás, Goiânia, Brazil; Instituto Federal de Educação, Ciência e Tecnologia de Goiás, (IFG), Aparecida de Goiânia, Brazil
10.1007/978-3-319-09060-3_20	Bât IFG, Laboratoire de Géomatique Appliquée (ENSG, IGN), Télédétection et Modélisation des Connaissances, Université Paris-Est Marne-la-Vallée, 5 Bd Descartes, Marne-la-Vallée Cedex 2, 77454, France; Département de Géologie, Université de Tunis El Manar, Campus Universitaire, El Manar Tunis, 2092, Tunisia; Laboratoire de Géomatique Appliquée, Ecole Nationale des Sciences Géographiques, Institut Géographique National, Et Laboratoire International Associé ADEPT France-Taiwan CNRSNSC, 6-8 avenue Blaise Pascal, Marne-la-Vallée Cedex 2, 77455, France
10.1109/HICSS.2015.255	Institute for EGovernment (IfG.CC), Germany; University of Applied Labor, Studies of the Federal Employment Agency, Germany
10.1109/CISTI.2015.7170436	Instituto Federal de Goiás - IFG, Brazil; LATITUDE - UnB, Brazil; Depart. de Ciência da Computação, Universidade de Brasília - UnB, Brazil; Ministério Do Planejamento, Orçamento e Gestão - MPOG, Brazil
10.1109/EEEIC.2015.7165367	Electrical, Mechanical and Computer Engineering School, Federal University of Goiás - UFG, Goiás, Brazil; Federal Institute of Goias (IFG), Goiânia, Brazil; Experimental and Technological Research and Study Group (NExT), Federal Institute of Goias (IFG), Goiania, Brazil
10.1109/EEEIC.2015.7165523	School of Electrical, Mechanical and Computer Engineering, Federal University of Goiás, Goiânia, Brazil; Electrotechnical Department IV, Federal Institute of Goiás (IFG), Goiânia, Brazil
10.1109/EEEIC.2015.7165370	Program in Sustainable Process Technology, Federal Institute of Goias (IFG), Goiania, Brazil; Program in Electronic Systems and Automation (PGEA), University of Brasilia (UnB), Brasilia, Brazil; Experimental and Technological Research and Study Group (NExT), Federal Institute of Goias (IFG), Goiania, Brazil
10.1109/EEEIC.2015.7165326	Program in Electronic Systems and Automation (PGEA), University of Brasilia (UnB), Brasilia, Brazil; Program in Sustainable Process Technology, Federal Institute of Goias (IFG), Goiania, Brazil; Experimental and Technological Research and Study Group (NExT), Federal Institute of Goias (IFG), Goiania, Brazil
10.1109/EEEIC.2015.7165510	Program in Sustainable Process Technology, Federal Institute of Goias (IFG), Goiania, Brazil; Program in Electronic Systems and Automation (PGEA), University of Brasilia (UnB), Brazil; Experimental and Technological Research and Study Group (NExT), Federal Institute of Goias (IFG), Goiania, Brazil
10.1109/EEEIC.2015.7165502	Program in Sustainable Process Technology, Federal Institute of Goias (IFG), Goiania, Brazil; Program in Electronic Systems and Automation (PGEA), University of Brasilia (UnB), Brasilia, Brazil; Experimental and Technological Research and Study Group (NExT), Federal Institute of Goias (IFG), Goiania, Brazil
10.1039/c5ja00127g	Institute for Inorganic and Applied Chemistry, University of Hamburg, Martin-Luther-King-Platz 6, Hamburg, 20146, Germany; IFG Institute for Scientific Instruments GmbH., 12489 Berlin, Germany; BAM-Federal Institute for Materials Research and Testing, Berlin, 12489, Germany; Institute for Physical Chemistry, University of Hamburg, Grindelallee 117, Hamburg, 20146, Germany; LANL Los Alamos National LaboratoryNM  87545, United States; Atominstitut TU Wien, Wien, 1026, Austria; Washington State University, Pullman, WA  99164, United States
10.1201/b18393-29	IfG Institut für Gebirgsmechanik GmbH, Leipzig, Germany
10.1201/b18393-4	Department of Waste Disposal and Geomechanics, Clausthal University of Technology (TUC), Clausthal-Zellerfeld, Germany; Institute for Geomechanics GmbH (IfG), Leipzig, Germany; Mainz, Germany; Sandia National Laboratories (SNL), Albuquerque, NM, United States
10.1201/b18393-12	Institut für Gebirgsmechanik GmbH (IfG), Leipzig, Germany; Institut für Bergbau und Spezialtiefbau, TU Bergakademie Freiberg (TU BAF), Freiberg, Germany; GTS Grube Teutschenthal Sicherungs GmbH and Co. KG (GTS), Teutschenthal, Germany
10.1201/b18393-22	IfG Institut für Gebirgsmechanik GmbH, Leipzig, Germany
10.1201/b18393-24	Sandia National Laboratories, Albuquerque, NM, United States; Institut für Gebirgsmechanik (IfG), Leipzig, Germany; Gesellschaft für Anlagen- und Reaktorsicherheit (GRS), Braunschweig, Germany; Bundesanstalt für Geowissenschaften und Rohstoffe (BGR), Hannover, Germany
10.1016/j.biomaterials.2015.08.016	Karlsruhe Institute of Technology (KIT), Zoological Institute, Department of Cell- and Neurobiology, Haid-und-Neu-Straße 9, Karlsruhe, D-76131, Germany; Karlsruhe Institute of Technology (KIT), DFG-Center for Functional Nanostructures (CFN), Wolfgang-Gaede-Straße 1a, Karlsruhe, D-76131, Germany; Karlsruhe Institute of Technology (KIT), Institute of Functional Interfaces (IFG), Eggenstein-Leopoldshafen, 76344, Germany; Karlsruhe Institute of Technology (KIT), Institute for Applied Physics, Wolfgang-Gaede-Straße 1, Karlsruhe, D-76131, Germany
10.1016/j.chroma.2015.07.120	Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany
10.1039/c5ja00028a	IfG-Institute for Scientific Instruments GmbH, Berlin, Germany; Institute for Computer Science and Problems of Regional Management Kabardino-Balkaria, Russian Federation; Helmholtz-Zentrum Dresden-Rossendorf, Dresden, Germany; J. Stefan Institute, Ljubljana, Slovenia; BAM Federal Institute for Material Research and Testing, Berlin, Germany; Helmholtz-Zentrum Dresden-Rossendorf, Helmholtz Institute Freiberg for Resource Technology, Freiberg, Germany; IAP Institute for Applied Photonics E.V., Berlin, Germany
10.1016/j.sexol.2015.07.001	IFG-ISCRIMED EA 7301, Institut François-Gény, faculté de droit, sciences economiques et gestion, Université de Lorraine, 13, place Carnot, CO 70026, Nancy cedex, 54035, France
10.3233/CH-151942	Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann-von Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany
10.3390/ma8063767	Institut für Funktionelle Grenzflächen (IFG), Karlsruher Institut für Technologie (KIT), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany
10.3762/bjnano.6.145	Department of Molecular Biology and Plant Virology, Institute of Biomaterials and Biomolecular Systems, University of Stuttgart, Pfaffenwaldring 57, Stuttgart, 70569, Germany; Institute of Solid State Physics, University of Ulm, Albert-Einstein-Allee 11, Ulm, 89081, Germany; Karlsruhe Nano Micro Facility (KNMF), Karlsruhe Institute of Technology, Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology, Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; Institute for Materials Science, University of Stuttgart, Heisenbergstraße 3, Stuttgart, 70569, Germany
10.4072/rbp.2015.1.01	Institute of Geosciences, Christian-Albrechts-University, Ludewig-Meyn-Str. 14, Kiel, 24118, Germany; Universidade do Vale do Rio dos Sinos, itt Fossil, Av. Unisinos, 950, São Leopoldo, RS  93022-000, Brazil; Department of Irrigation, Sari University of Agricultural Sciences and Natural Resources, Sari, 578, Iran; Department of Geology, Shahrood Branch, Islamic Azad University, Shahrood, Iran; Laboratorio de Paleontología, IFG, FCEIA, Universidad Nacional de Rosario, Pellegrini 250, Rosario, 2000, Argentina
10.1144/SP415.3	Institut für Gebirgsmechanik GmbH (IfG), Friederikenstrasse 60, Leipzig, 04279, Germany
10.1144/SP415.1	Institut für Gebirgsmechanik GmbH (IfG), Friederikenstrasse 60, Leipzig, 04279, Germany
10.1590/S1413-24782015206103	Pontifícia Universidade Católica de Goiás (PUC-Goiás), GO, Brazil; Instituto Federal de Educação, Ciência e Tecnologia de Goiás (IFG), GO, Brazil
10.2166/wst.2015.037	Federal Institute of Education - IFG, Vale das Goiabeiras, Inhumas, CEP 75400, Brazil; School of Agronomy, Federal University of Goiás-UFG, Campus Samambaia, Rodovia Goiânia-Nova Veneza, Km-0-Caixa Postal 131, Goiânia, CEP 74690-900, Brazil; University of Goiás - UFG Universidade Federal de Goiás, Institute of Biological Sciences, Department of Biochemistry and Molecular Biology, Caixa Postal 131, Goiânia, CEP 74001-970, Brazil
10.1002/xrs.2590	IFG Institute for Scientific Instruments GmbH, Berlin, Germany; Institute of Computer Science and Problems of Regional Management, Kabardino-Balkar Scientific Center, Russian Academy of Sciences, Nalchik, Russian Federation; Helmholtz-Zentrum Dresden-Rossendorf, Dresden, Germany; Institut Jožef Stefan, Ljubljana, Slovenia; Helmholtz Institute Freiberg for Resource Technology, Helmholtz-Zentrum Dresden-Rossendorf, Freiberg, Germany; BAM Federal Institute for Material Research and Testing, Berlin, Germany; PNSensor GmbH, Munich, Germany; IAP Institute for Applied Photonics e.V., Berlin, Germany
10.1111/bjh.13105	Department of Paediatric Haematology and Oncology, University Children's Hospital Münster, Münster, Germany; Integrated Functional Genomics (IFG), Interdisciplinary Centre for Clinical Research (IZKF), University Hospital Münster, Münster, Germany; Department of Paediatric Haematology and Oncology, Justus Liebig University Giessen, Giessen, Germany; Department of Pathology, Haematopathology Section and Lymph Node Registry, Christian-Albrechts-University Kiel and University Hospital Schleswig-Holstein, Campus Kiel, Kiel, Germany
10.1063/1.4905603	SUNCAT Center for Interface Science and Catalysis, SLAC National Accelerator Laboratory, 2575 Sand Hill Road, Menlo Park, CA  94025, United States; Department of Physics, AlbaNova University Center, Stockholm University, Stockholm, S-106 91, Sweden; Department of Chemistry, Stanford University, Stanford, CA  94305, United States; PULSE Institute, SLAC National Accelerator Laboratory, 2575 Sand Hill Road, Menlo Park, CA  94025, United States; Institute for Methods and Instrumentation for Synchrotron Radiation Research, Helmholtz-Zentrum Berlin für Materialien und Energie GmbH, Albert-Einstein-Straße 15, Berlin, 12489, Germany; Institut für Physik und Astronomie, Universität Potsdam, Karl-Liebknecht-Straße 24-25, Potsdam, 14476, Germany; Center for Free-Electron Laser Science, DESY, Notkestraße 85, Hamburg, 22607, Germany; Linac Coherent Light Source, SLAC National Accelerator Laboratory, 2575 Sand Hill Road, Menlo Park, CA  94025, United States; MAX-lab, P.O. Box 118, Lund, 221 00, Sweden; Stanford Synchrotron Radiation Lightsource, SLAC National Accelerator Laboratory, P.O. Box 20450, Stanford, CA  94309, United States; RIKEN SPring-8 Center, 1-1-1 Kouto, Sayo-cho, Hyogo, 679-5148, Japan; Nofima AS, Ås, N-1430, Norway; Photon Science, DESY, Notkestraße 85, Hamburg, 22607, Germany; IFG Structural Dynamics of (Bio)chemical Systems, Max Planck Institute for Biophysical Chemistry, Am Faßberg 11, Göttingen, 37070, Germany; Advanced Study Group of the MPG, CFEL, Notkestraße 85, Hamburg, 22853, Germany; Institute for Solid State Physics (ISSP), University of Tokyo, Kashiwanoha, Kashiwa, Chiba, 277-8581, Japan; Synchrotron Radiation Research Organization, University of Tokyo, Sayo-cho, Sayo, Hyogo, 679-5198, Japan
10.4067/S0718-50062015000100002	Instituto Federal de Educação, Ciência e Tecnologia de Goiás (IFG), Câmpus Inhumas, Brazil; Escola de Engenharia, Universidade do Minho, Azurém, Guimarães, Portugal
10.1111/1751-7915.12156	Institute of Functional Interfaces (IFG), Campus North, Karlsruhe Institute of Technology (KIT), Hermann von Helmholtz Platz 1, Eggenstein-Leopoldshafen, D-76344, Germany; Institute of Toxicology and Genetics (ITG), Campus North, Karlsruhe Institute of Technology (KIT), Hermann von Helmholtz Platz 1, Eggenstein-Leopoldshafen, D-76344, Germany; Genomatix GmbH, Bayerstr. 85a, Munich, D-80335, Germany
10.1016/j.biomaterials.2014.12.018	Institute of Applied Physics (APH), Karlsruhe Institute of Technology (KIT), Karlsruhe, 76128, Germany; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Karlsruhe, 76128, Germany; Zoological Institute, Department of Cell and Neurobiology, Karlsruhe Institute of Technology (KIT), Karlsruhe, 76128, Germany; DFG-Center for Functional Nanostructures (CFN), And Institute of Nanotechnology (INT), Karlsruhe Institute of Technology (KIT), Karlsruhe, 76128, Germany
